sku_id,category,brand,customer_segment,hour_of_day,day_of_week,is_weekend,is_festival,inventory_level,inventory_days_cover,competitor_price,click_through_rate,conversion_rate,units_sold_last_5m,units_sold_last_1h,base_cost,current_price,optimal_price
SKU-2229,electronics,brand_d,budget,11,6,1,0,123,22.21,2663.21,0.1059,0.0602,5,21,1708.54,2848.93,3024.21
SKU-2230,electronics,brand_b,standard,14,3,0,1,25,27.05,2965.76,0.1317,0.0706,8,29,1800.28,3133.11,3853.07
SKU-2231,home,brand_d,budget,16,5,1,0,101,25.64,949.12,0.0608,0.0722,3,19,783.7,989.99,1158.96
SKU-2232,electronics,brand_c,standard,15,4,0,0,77,4.94,397.76,0.1359,0.0412,1,19,259.18,411.84,477.35
SKU-2233,beauty,brand_b,premium,17,5,1,0,140,11.14,1042.45,0.1255,0.0401,5,17,598.27,1034.1,1115.71
SKU-2234,electronics,brand_b,budget,1,6,1,0,22,1.36,2647.13,0.1156,0.0154,7,27,1807.68,2706.94,3091.16
SKU-2235,electronics,brand_d,loyal,22,5,1,0,8,10.14,3560.87,0.0107,0.0309,2,20,2117.14,3776.85,4909.9
SKU-2236,electronics,brand_c,budget,12,6,1,0,167,8.7,229.29,0.0219,0.0799,4,35,151.06,224.54,275.97
SKU-2237,fashion,brand_c,premium,18,1,0,0,133,19.08,2504.56,0.0377,0.0269,6,21,1605.05,2612.06,2704.71
SKU-2238,electronics,brand_c,budget,0,5,1,0,67,21.05,2620.28,0.1342,0.0543,4,19,1684.88,2650.67,3152.43
SKU-2239,electronics,brand_a,premium,11,3,0,0,154,13.22,1133.29,0.0617,0.0413,4,13,585.75,1147.85,1119.36
SKU-2240,grocery,brand_a,budget,10,2,0,0,103,13.65,832.42,0.0153,0.0695,6,13,722.97,893.0,1005.62
SKU-2241,fashion,brand_a,standard,5,5,1,1,43,18.62,1952.88,0.1218,0.0135,3,32,1364.51,1975.37,2342.21
SKU-2242,fashion,brand_b,loyal,21,6,1,0,127,16.01,456.27,0.0397,0.0219,6,20,329.92,483.15,525.94
SKU-2243,electronics,brand_c,budget,11,3,0,0,45,25.79,2892.19,0.126,0.0364,3,15,2009.19,3024.0,3370.1
SKU-2244,fashion,brand_b,premium,21,5,1,1,49,1.1,279.23,0.1251,0.0525,4,29,172.72,269.53,350.39
SKU-2245,fashion,brand_a,premium,10,6,1,0,81,17.71,755.29,0.0187,0.0536,5,19,498.03,766.24,949.38
SKU-2246,home,brand_b,standard,14,0,0,0,8,7.59,2360.95,0.0909,0.0701,6,14,1880.52,2286.88,2972.94
SKU-2247,electronics,brand_a,budget,14,3,0,0,73,15.99,1661.4,0.0126,0.0359,3,19,1054.4,1733.08,1765.73
SKU-2248,grocery,brand_b,premium,15,6,1,0,46,10.86,2693.28,0.0732,0.0121,4,20,2138.29,2657.63,3255.42
SKU-2249,grocery,brand_c,loyal,15,3,0,0,104,17.55,279.5,0.0592,0.0149,2,19,206.33,293.23,297.37
SKU-2250,electronics,brand_b,budget,19,1,0,1,134,17.86,1971.46,0.0561,0.055,10,24,1406.1,1990.48,2557.58
SKU-2251,electronics,brand_a,premium,5,0,0,0,13,23.83,3065.12,0.0709,0.0144,2,22,1592.44,3015.15,3489.85
SKU-2252,electronics,brand_a,premium,17,2,0,0,24,5.12,655.91,0.0794,0.0604,3,15,373.37,680.55,810.02
SKU-2253,home,brand_b,standard,19,0,0,0,126,27.15,1484.69,0.088,0.0165,4,21,1103.29,1464.75,1468.94
SKU-2254,electronics,brand_a,premium,19,1,0,0,168,21.62,2165.17,0.1281,0.0513,3,24,1178.97,2172.11,2532.14
SKU-2255,grocery,brand_d,budget,9,0,0,0,89,17.49,1845.43,0.0488,0.062,6,24,1598.56,1923.45,2268.52
SKU-2256,beauty,brand_a,standard,10,2,0,0,85,11.86,541.79,0.0986,0.0407,5,27,340.64,571.9,607.06
SKU-2257,grocery,brand_a,loyal,18,1,0,0,174,15.87,1134.59,0.0784,0.0327,1,19,871.39,1089.6,1235.2
SKU-2258,home,brand_c,premium,12,1,0,0,24,2.25,1606.58,0.0104,0.0269,7,17,1177.11,1615.61,1890.02
SKU-2259,grocery,brand_c,standard,0,4,0,0,68,3.14,2397.27,0.1406,0.0641,5,21,2122.22,2361.83,3016.25
SKU-2260,electronics,brand_c,standard,18,0,0,1,59,9.25,2236.23,0.0153,0.0558,5,30,1514.91,2345.95,3049.73
SKU-2261,fashion,brand_a,budget,18,1,0,1,173,27.71,2860.03,0.0162,0.0523,3,29,2192.34,2973.06,3675.43
SKU-2262,fashion,brand_c,budget,12,3,0,0,128,8.37,200.04,0.0871,0.0748,4,24,165.43,212.21,246.31
SKU-2263,grocery,brand_d,budget,13,0,0,0,87,25.83,2166.06,0.1177,0.0735,1,27,1972.93,2258.01,2773.57
SKU-2264,home,brand_c,budget,12,0,0,1,63,24.19,2083.86,0.0339,0.0585,6,38,1835.22,2188.44,2844.97
SKU-2265,grocery,brand_b,standard,10,4,0,0,84,21.89,165.12,0.0613,0.0683,5,17,151.57,166.54,216.5
SKU-2266,electronics,brand_b,standard,16,5,1,0,125,20.64,2410.15,0.0272,0.0585,4,16,1581.9,2338.01,2851.47
SKU-2267,grocery,brand_d,premium,3,6,1,0,119,12.62,2259.89,0.1191,0.0471,3,21,1622.24,2236.25,2727.46
SKU-2268,home,brand_a,loyal,6,0,0,0,141,7.99,1944.96,0.011,0.0507,4,19,1453.51,1960.74,2194.77
SKU-2269,home,brand_c,standard,21,0,0,0,58,6.94,815.01,0.1098,0.0286,4,17,622.06,870.71,931.36
SKU-2270,grocery,brand_b,budget,19,0,0,0,83,20.99,1265.97,0.0208,0.0711,2,19,1073.74,1355.73,1592.82
SKU-2271,fashion,brand_d,loyal,1,3,0,1,94,23.47,486.43,0.1212,0.0474,8,30,354.43,495.87,644.63
SKU-2272,fashion,brand_a,budget,4,5,1,0,19,27.58,2748.08,0.0403,0.0662,5,16,2062.77,2714.54,3528.9
SKU-2273,home,brand_c,standard,2,1,0,0,94,10.7,2147.55,0.0756,0.0373,10,17,1636.7,2193.41,2395.74
SKU-2274,electronics,brand_b,budget,22,6,1,0,80,6.32,3021.95,0.0601,0.0312,4,25,2063.59,3113.75,3719.34
SKU-2275,fashion,brand_b,loyal,20,6,1,0,156,15.6,781.28,0.066,0.06,7,28,557.67,818.15,980.7
SKU-2276,electronics,brand_b,standard,13,5,1,0,81,11.24,1957.83,0.1109,0.0409,7,26,1192.15,2094.49,2213.23
SKU-2277,electronics,brand_a,loyal,16,2,0,0,152,6.21,1174.94,0.0627,0.0498,4,18,713.56,1256.62,1334.65
SKU-2278,grocery,brand_d,loyal,14,2,0,0,149,15.99,1675.26,0.0891,0.0684,11,20,1377.82,1732.57,2024.09
SKU-2279,home,brand_c,loyal,20,4,0,0,65,25.46,1995.51,0.076,0.0656,4,23,1443.06,1942.73,2525.55
SKU-2280,fashion,brand_c,premium,22,6,1,0,9,2.17,3110.91,0.0349,0.0356,7,18,2113.47,3109.81,4042.75
SKU-2281,fashion,brand_c,premium,23,3,0,0,43,11.09,1481.24,0.1396,0.0437,5,18,925.01,1584.54,1799.21
SKU-2282,fashion,brand_c,loyal,8,3,0,0,146,4.24,2631.68,0.075,0.051,5,13,1878.78,2740.48,3034.0
SKU-2283,home,brand_c,budget,8,5,1,0,116,8.59,2162.34,0.0225,0.0181,3,21,1940.11,2192.5,2654.38
SKU-2284,grocery,brand_b,premium,2,6,1,0,141,19.99,1519.87,0.0546,0.0152,4,31,1108.94,1520.59,1636.1
SKU-2285,grocery,brand_a,budget,19,3,0,0,107,10.03,704.85,0.0421,0.0132,7,16,672.82,707.81,836.4
SKU-2286,fashion,brand_a,standard,10,6,1,0,23,6.84,1270.17,0.0186,0.0543,6,30,992.32,1359.2,1673.82
SKU-2287,fashion,brand_c,standard,0,6,1,0,170,27.25,2474.66,0.0317,0.0408,7,18,1726.91,2536.63,2556.89
SKU-2288,fashion,brand_a,loyal,19,4,0,0,87,12.48,2437.91,0.0295,0.056,4,11,1583.68,2395.12,2890.69
SKU-2289,home,brand_b,standard,21,2,0,0,64,6.55,2185.94,0.0261,0.067,2,18,1878.5,2152.2,2797.86
SKU-2290,home,brand_c,standard,20,6,1,0,85,7.17,2784.97,0.0314,0.0381,3,24,2064.99,2775.94,3219.8
SKU-2291,beauty,brand_c,standard,15,5,1,0,168,4.55,2105.21,0.0556,0.0446,10,24,1340.99,2119.64,2243.5
SKU-2292,home,brand_a,premium,20,2,0,0,130,19.21,1647.58,0.0306,0.0365,4,13,1134.48,1729.0,1769.05
SKU-2293,fashion,brand_c,budget,21,0,0,0,73,21.94,394.56,0.0176,0.0137,5,19,331.72,390.19,491.51
SKU-2294,fashion,brand_d,standard,13,4,0,0,129,19.53,1308.44,0.1179,0.0653,6,26,961.91,1372.39,1541.75
SKU-2295,fashion,brand_b,standard,13,1,0,0,10,23.46,1345.2,0.1011,0.0334,6,30,1026.31,1306.05,1697.86
SKU-2296,electronics,brand_a,loyal,7,2,0,1,129,22.3,3220.54,0.04,0.0394,10,28,1910.95,3359.7,3797.22
SKU-2297,electronics,brand_c,loyal,15,3,0,1,60,10.11,3686.11,0.1285,0.0686,4,32,2048.21,3970.09,4797.78
SKU-2298,beauty,brand_c,budget,23,5,1,0,52,10.86,1873.89,0.0836,0.0328,2,28,1322.81,1945.36,2289.18
SKU-2299,fashion,brand_b,budget,22,1,0,0,114,11.17,2514.49,0.0783,0.0612,4,21,2029.67,2440.11,3172.14
SKU-2300,electronics,brand_c,premium,20,5,1,0,144,3.32,871.87,0.0381,0.0772,1,22,460.96,909.07,1037.75
SKU-2301,home,brand_d,standard,7,0,0,0,43,24.96,1852.35,0.0106,0.0224,7,13,1482.18,1988.42,2021.12
SKU-2302,beauty,brand_c,premium,18,4,0,0,177,26.12,2098.6,0.1379,0.0429,6,20,1157.01,2048.73,2216.5
SKU-2303,fashion,brand_d,premium,8,1,0,0,27,27.73,1751.37,0.1316,0.0544,4,13,1038.99,1784.36,1904.6
SKU-2304,grocery,brand_a,budget,0,4,0,0,117,16.79,936.89,0.1314,0.038,4,12,787.95,1001.39,1026.07
SKU-2305,grocery,brand_b,loyal,20,1,0,0,164,26.5,2122.97,0.037,0.0636,4,22,1740.15,2055.85,2596.62
SKU-2306,home,brand_c,standard,7,3,0,0,104,7.56,210.21,0.0573,0.0336,0,18,177.19,213.11,248.62
SKU-2307,beauty,brand_b,loyal,23,4,0,0,75,19.21,1436.11,0.0849,0.0706,4,25,845.89,1507.09,1756.41
SKU-2308,electronics,brand_d,standard,13,0,0,1,149,14.58,853.76,0.0815,0.0198,12,21,527.56,841.11,927.92
SKU-2309,grocery,brand_c,loyal,16,1,0,0,59,10.48,771.96,0.0934,0.0544,4,17,647.95,796.07,963.69
SKU-2310,fashion,brand_b,budget,13,6,1,0,73,16.21,216.02,0.1004,0.0789,4,28,174.32,227.02,295.13
SKU-2311,grocery,brand_d,standard,10,6,1,1,66,15.51,1894.25,0.1254,0.0483,10,22,1524.5,1948.04,2348.82
SKU-2312,home,brand_d,budget,21,3,0,0,20,24.13,496.15,0.0805,0.0736,4,21,393.09,512.24,622.41
SKU-2313,electronics,brand_a,premium,2,2,0,1,87,17.03,483.51,0.1183,0.0282,7,30,256.4,496.58,589.23
SKU-2314,electronics,brand_c,loyal,3,1,0,0,75,22.69,1470.67,0.1402,0.0282,3,13,847.14,1442.29,1570.58
SKU-2315,beauty,brand_b,premium,14,6,1,0,121,20.32,843.86,0.0989,0.0361,4,33,498.21,867.63,991.05
SKU-2316,home,brand_d,premium,23,5,1,0,73,17.82,2077.47,0.0473,0.0325,2,26,1535.76,2154.51,2779.51
SKU-2317,electronics,brand_b,budget,19,2,0,0,72,5.11,2153.86,0.1324,0.0091,4,18,1504.45,2299.77,2564.97
SKU-2318,beauty,brand_b,loyal,16,3,0,0,57,3.2,1946.94,0.0467,0.0137,4,21,1246.24,2093.67,2207.3
SKU-2319,grocery,brand_d,standard,2,5,1,0,13,23.17,2632.87,0.0442,0.0604,3,20,2088.2,2697.81,3437.18
SKU-2320,home,brand_d,standard,1,3,0,0,124,7.64,2343.92,0.088,0.0126,2,16,1811.16,2509.62,2287.35
SKU-2321,home,brand_a,standard,6,4,0,0,61,15.47,1571.72,0.0125,0.0561,3,20,1302.06,1669.29,1958.97
SKU-2322,electronics,brand_c,premium,17,5,1,0,119,6.9,3546.81,0.0277,0.0472,5,23,1994.7,3803.2,4344.53
SKU-2323,beauty,brand_d,standard,2,1,0,0,108,8.23,1044.99,0.0869,0.0575,5,16,721.4,1003.99,1266.16
SKU-2324,fashion,brand_a,standard,8,5,1,0,169,1.94,1430.79,0.1017,0.0582,3,26,1074.36,1391.49,1733.36
SKU-2325,grocery,brand_c,budget,8,3,0,0,36,13.88,1305.52,0.1205,0.0513,4,19,1187.57,1303.8,1553.88
SKU-2326,fashion,brand_d,standard,3,6,1,0,171,18.68,590.26,0.1052,0.0318,5,23,453.8,619.79,683.39
SKU-2327,home,brand_d,standard,13,1,0,0,156,23.52,2500.81,0.0308,0.0711,6,21,1919.14,2537.01,2776.1
SKU-2328,fashion,brand_a,loyal,5,2,0,1,14,27.84,686.37,0.0155,0.035,5,21,483.06,680.33,884.43
SKU-2329,electronics,brand_d,premium,3,6,1,1,68,18.51,1707.75,0.1471,0.0221,7,28,971.95,1693.62,2201.71
SKU-2330,beauty,brand_b,loyal,10,3,0,0,130,11.45,2565.09,0.0609,0.0204,4,20,1652.27,2690.05,2741.68
SKU-2331,home,brand_b,standard,11,6,1,0,86,15.5,703.22,0.0884,0.0662,5,16,549.52,746.41,868.16
SKU-2332,home,brand_b,premium,4,0,0,0,133,19.46,1116.67,0.022,0.0546,3,16,752.28,1122.86,1208.6
SKU-2333,grocery,brand_c,standard,0,2,0,0,133,6.29,1370.92,0.0349,0.0782,1,12,1123.26,1358.03,1489.58
SKU-2334,grocery,brand_a,loyal,1,6,1,0,80,18.34,2409.78,0.0815,0.0334,4,13,2026.07,2385.43,2929.01
SKU-2335,grocery,brand_c,standard,19,2,0,0,52,15.13,200.37,0.1486,0.0289,4,14,163.53,211.85,227.66
SKU-2336,electronics,brand_a,standard,19,2,0,0,8,12.86,522.02,0.0645,0.0446,6,27,353.62,556.05,722.86
SKU-2337,home,brand_d,standard,16,2,0,0,163,19.78,2452.45,0.0905,0.0651,4,14,1985.59,2628.77,2721.76
SKU-2338,grocery,brand_b,standard,6,6,1,0,160,26.46,903.25,0.0118,0.0316,7,22,809.06,930.07,1051.41
SKU-2339,fashion,brand_c,loyal,15,2,0,0,127,20.56,2910.5,0.1274,0.0436,6,14,2015.85,3061.95,3158.8
SKU-2340,electronics,brand_a,budget,22,0,0,1,96,1.14,1384.86,0.0675,0.0715,6,21,876.57,1394.07,1812.29
SKU-2341,grocery,brand_a,premium,20,0,0,0,146,22.19,1031.0,0.1131,0.0494,4,26,815.17,1007.99,1310.39
SKU-2342,home,brand_a,standard,17,6,1,0,26,4.76,1814.31,0.0727,0.0461,5,29,1414.54,1782.93,2150.61
SKU-2343,home,brand_d,budget,3,4,0,1,92,12.22,192.37,0.0573,0.0127,9,31,166.68,199.39,245.8
SKU-2344,grocery,brand_a,loyal,10,6,1,0,40,27.16,1480.4,0.1155,0.0433,4,23,1084.27,1433.38,1712.59
SKU-2345,home,brand_a,premium,23,5,1,0,71,1.72,464.68,0.0252,0.0142,6,24,340.42,449.26,584.04
SKU-2346,fashion,brand_c,loyal,18,3,0,0,114,16.64,326.74,0.1393,0.04,7,13,209.41,314.41,365.98
SKU-2347,fashion,brand_d,standard,1,2,0,0,27,8.81,526.43,0.073,0.0366,2,20,370.04,526.21,563.41
SKU-2348,fashion,brand_a,premium,21,1,0,0,16,27.67,1523.67,0.0962,0.0103,3,20,925.02,1573.83,1791.52
SKU-2349,electronics,brand_b,premium,10,3,0,0,11,8.0,3480.47,0.01,0.076,5,15,1884.65,3716.91,4555.95
SKU-2350,beauty,brand_c,standard,3,0,0,0,133,22.79,1517.28,0.1119,0.0786,4,14,949.45,1512.34,1583.14
SKU-2351,grocery,brand_b,budget,0,0,0,1,21,15.37,1505.95,0.1045,0.0333,6,20,1436.46,1574.26,2016.95
SKU-2352,fashion,brand_a,budget,9,5,1,0,90,18.32,2161.05,0.0424,0.0435,6,22,1781.31,2274.92,2775.4
SKU-2353,fashion,brand_d,budget,22,4,0,0,88,11.03,1606.9,0.0852,0.0433,5,21,1215.53,1691.71,1961.36
SKU-2354,grocery,brand_b,premium,14,5,1,0,7,4.03,1700.77,0.0869,0.0363,4,24,1281.29,1834.5,2306.29
SKU-2355,electronics,brand_c,premium,11,2,0,0,129,17.07,2515.78,0.0811,0.0687,7,14,1340.31,2542.51,2658.06
SKU-2356,home,brand_b,standard,12,3,0,0,82,4.43,428.37,0.0912,0.0178,4,22,347.71,458.35,476.11
SKU-2357,home,brand_c,budget,6,1,0,0,166,19.5,2754.96,0.0912,0.0475,2,17,2162.79,2873.42,2809.15
SKU-2358,beauty,brand_d,premium,0,3,0,0,52,8.28,1866.45,0.016,0.0453,7,18,1111.16,1885.44,2212.78
SKU-2359,electronics,brand_b,budget,10,0,0,0,179,4.85,283.32,0.0601,0.0129,3,17,178.65,287.83,273.1
SKU-2360,beauty,brand_d,loyal,4,3,0,0,162,7.32,1680.13,0.1435,0.0644,2,28,1106.47,1692.36,2091.39
SKU-2361,fashion,brand_b,standard,22,2,0,0,91,9.23,407.69,0.0293,0.0636,4,17,325.42,416.77,541.09
SKU-2362,home,brand_b,premium,6,2,0,0,50,2.84,2809.86,0.1033,0.0185,5,19,1894.03,2888.06,2959.0
SKU-2363,electronics,brand_a,budget,5,4,0,0,49,14.92,684.9,0.1045,0.0395,4,18,489.02,686.73,834.88
SKU-2364,home,brand_b,standard,10,4,0,0,161,27.87,1507.4,0.1282,0.0438,4,15,1308.18,1550.95,1729.18
SKU-2365,home,brand_c,standard,8,1,0,0,88,20.32,756.8,0.0416,0.0323,5,15,600.57,749.76,845.51
SKU-2366,electronics,brand_c,standard,14,0,0,1,134,21.51,844.8,0.0449,0.0403,8,32,509.86,866.31,934.89
SKU-2367,electronics,brand_b,budget,0,1,0,0,171,9.91,2988.07,0.0708,0.0742,3,19,2042.81,3162.83,3527.16
SKU-2368,electronics,brand_b,standard,23,6,1,0,38,11.43,2653.14,0.0412,0.0735,2,27,1691.39,2826.99,3533.13
SKU-2369,fashion,brand_a,budget,5,4,0,0,104,1.39,455.54,0.1468,0.0423,4,15,381.57,489.54,567.89
SKU-2370,electronics,brand_d,loyal,15,4,0,0,29,7.53,1224.8,0.044,0.0445,8,23,781.86,1232.6,1546.17
SKU-2371,grocery,brand_b,standard,21,4,0,0,131,21.29,1174.6,0.018,0.0513,2,15,1065.92,1148.79,1409.89
SKU-2372,fashion,brand_b,standard,1,5,1,0,135,24.19,321.17,0.0856,0.0522,5,22,243.49,319.71,375.18
SKU-2373,grocery,brand_d,standard,11,2,0,1,10,21.63,1059.1,0.0912,0.0348,4,23,898.26,1131.15,1470.5
SKU-2374,grocery,brand_c,premium,14,3,0,0,83,19.58,2520.06,0.0749,0.0223,4,16,1954.16,2427.31,2985.1
SKU-2375,electronics,brand_d,budget,2,5,1,0,11,26.58,3083.4,0.1356,0.074,7,24,1989.8,3125.88,4063.64
SKU-2376,beauty,brand_b,premium,15,0,0,0,143,11.03,1722.75,0.0454,0.0433,1,17,935.53,1811.88,1709.1
SKU-2377,grocery,brand_b,loyal,19,4,0,0,155,5.23,2701.16,0.0737,0.0083,4,19,2066.89,2811.38,2817.71
SKU-2378,home,brand_c,standard,3,5,1,0,146,19.72,936.77,0.0106,0.0612,1,21,766.35,931.6,1129.43
SKU-2379,fashion,brand_d,budget,20,5,1,0,102,14.47,1429.8,0.0768,0.0439,7,30,1041.36,1507.6,1750.31
SKU-2380,fashion,brand_d,budget,11,2,0,0,179,2.1,2106.69,0.095,0.0657,4,15,1665.74,2086.57,2460.65
SKU-2381,electronics,brand_b,loyal,23,6,1,0,34,14.46,3107.8,0.0775,0.0714,5,24,1917.21,3136.16,4077.01
SKU-2382,home,brand_c,budget,6,1,0,0,50,2.4,347.49,0.1498,0.0454,5,16,311.58,334.14,430.92
SKU-2383,grocery,brand_b,budget,1,4,0,0,62,13.56,636.75,0.136,0.0552,3,22,600.23,624.77,812.2
SKU-2384,grocery,brand_b,loyal,15,1,0,1,18,2.58,1089.37,0.0344,0.0608,5,30,843.97,1143.72,1486.84
SKU-2385,electronics,brand_b,loyal,10,2,0,0,126,26.26,1708.26,0.1023,0.0751,3,17,975.87,1841.72,1874.5
SKU-2386,beauty,brand_a,standard,15,3,0,0,11,23.25,3099.34,0.1484,0.0779,3,16,1967.82,3096.43,3973.8
SKU-2387,fashion,brand_d,budget,21,4,0,0,12,26.8,1085.75,0.0417,0.0633,3,17,846.98,1064.11,1383.34
SKU-2388,grocery,brand_a,standard,20,1,0,0,134,19.71,2664.79,0.1308,0.0264,3,19,2122.66,2830.77,2667.59
SKU-2389,electronics,brand_b,premium,2,2,0,0,70,6.49,531.0,0.0801,0.0311,8,16,301.63,560.11,615.75
SKU-2390,grocery,brand_b,standard,1,2,0,0,110,16.39,2260.93,0.0689,0.0473,4,13,1823.87,2252.0,2515.95
SKU-2391,grocery,brand_a,budget,8,1,0,0,34,9.06,1470.0,0.0922,0.0385,6,15,1252.01,1525.57,1571.16
SKU-2392,electronics,brand_b,loyal,3,4,0,0,172,18.06,2653.59,0.059,0.0434,4,13,1514.25,2731.58,2636.22
SKU-2393,electronics,brand_d,premium,21,1,0,0,7,26.71,1630.37,0.1361,0.0598,1,12,913.6,1652.06,2147.68
SKU-2394,grocery,brand_b,standard,13,3,0,0,123,25.98,671.9,0.0856,0.0184,9,7,532.59,670.06,613.87
SKU-2395,electronics,brand_c,loyal,2,1,0,0,66,2.6,651.85,0.043,0.0249,5,12,414.21,656.67,746.71
SKU-2396,home,brand_c,standard,13,3,0,0,72,17.21,510.44,0.1013,0.0317,4,13,437.21,512.26,596.13
SKU-2397,grocery,brand_d,loyal,17,3,0,0,25,23.44,2207.26,0.0442,0.0191,3,16,1646.76,2373.58,2275.16
SKU-2398,home,brand_c,budget,18,6,1,0,6,6.5,931.86,0.0825,0.0153,8,30,780.78,925.08,1202.6
SKU-2399,fashion,brand_c,standard,22,4,0,0,59,19.55,1183.1,0.089,0.0104,5,18,945.57,1184.04,1439.32
SKU-2400,fashion,brand_d,premium,14,4,0,0,8,15.84,2603.61,0.1184,0.0665,5,18,1627.59,2550.74,3315.96
SKU-2401,electronics,brand_c,standard,14,6,1,0,25,2.47,1194.81,0.0129,0.0147,2,21,777.82,1167.4,1372.95
SKU-2402,grocery,brand_c,standard,1,2,0,1,61,22.69,2182.18,0.1082,0.0652,4,37,1868.05,2183.06,2837.98
SKU-2403,fashion,brand_a,premium,21,4,0,0,81,18.32,1413.19,0.0325,0.0152,2,15,944.25,1397.91,1635.49
SKU-2404,electronics,brand_c,standard,18,1,0,0,129,24.41,2054.29,0.1212,0.0246,3,22,1255.55,2104.93,2148.09
SKU-2405,fashion,brand_d,standard,19,1,0,0,37,13.64,519.61,0.0901,0.0769,2,19,367.25,542.71,664.63
SKU-2406,grocery,brand_b,standard,23,0,0,0,89,21.71,299.09,0.0965,0.0696,4,23,244.57,320.02,377.58
SKU-2407,electronics,brand_a,premium,19,5,1,0,63,8.15,3620.6,0.0543,0.0221,5,19,1893.58,3759.53,4089.18
SKU-2408,grocery,brand_c,standard,10,3,0,0,63,18.7,1099.5,0.137,0.0391,6,15,1012.71,1092.52,1361.72
SKU-2409,beauty,brand_a,standard,15,6,1,0,151,25.37,1572.51,0.0165,0.0613,5,20,1139.82,1553.63,1982.67
SKU-2410,grocery,brand_c,standard,21,0,0,0,14,25.95,209.67,0.1098,0.0645,3,15,188.31,221.91,288.48
SKU-2411,grocery,brand_d,budget,1,2,0,0,51,2.49,966.85,0.1274,0.0471,4,19,826.94,1034.91,1122.3
SKU-2412,grocery,brand_b,premium,3,6,1,0,121,1.46,2383.32,0.0372,0.0205,5,20,1766.03,2541.31,2563.8
SKU-2413,grocery,brand_a,premium,9,6,1,0,87,27.89,2047.34,0.0918,0.0307,9,25,1571.81,2161.96,2543.99
SKU-2414,electronics,brand_b,standard,15,5,1,0,114,12.35,711.14,0.0403,0.0445,2,12,488.46,765.11,903.91
SKU-2415,beauty,brand_a,standard,20,5,1,0,88,6.11,852.48,0.1331,0.0695,2,26,552.5,843.33,1096.33
SKU-2416,home,brand_b,budget,7,1,0,0,128,13.7,1766.87,0.0778,0.0546,2,20,1470.02,1712.1,1981.91
SKU-2417,home,brand_b,standard,4,2,0,0,85,11.8,1316.13,0.1012,0.0239,9,17,982.82,1367.73,1376.0
SKU-2418,grocery,brand_d,standard,4,4,0,0,74,22.4,274.22,0.0693,0.0369,2,11,233.49,268.26,318.35
SKU-2419,grocery,brand_d,standard,7,0,0,0,54,5.09,1968.69,0.1235,0.0342,4,21,1736.76,2104.91,2370.45
SKU-2420,beauty,brand_b,budget,1,6,1,1,49,18.26,1086.06,0.0294,0.0277,7,26,770.71,1064.18,1383.43
SKU-2421,home,brand_d,budget,12,4,0,0,167,6.5,222.29,0.1433,0.0342,4,13,185.4,230.31,227.44
SKU-2422,fashion,brand_b,loyal,20,6,1,0,138,21.07,631.23,0.0212,0.0324,5,19,420.74,671.57,688.14
SKU-2423,fashion,brand_a,standard,10,6,1,0,75,27.44,2069.44,0.1225,0.0288,11,21,1480.47,2127.42,2374.96
SKU-2424,fashion,brand_d,loyal,11,4,0,0,82,24.81,967.56,0.0761,0.0444,4,16,688.65,1044.71,1137.29
SKU-2425,fashion,brand_b,premium,19,0,0,0,57,13.95,2065.22,0.037,0.0639,8,16,1284.09,2190.05,2528.63
SKU-2426,electronics,brand_d,premium,0,1,0,0,89,11.5,1807.45,0.1047,0.0319,3,16,935.29,1913.67,1848.66
SKU-2427,electronics,brand_c,budget,23,6,1,1,8,21.66,1722.08,0.1413,0.0261,4,31,1143.46,1720.4,2236.52
SKU-2428,beauty,brand_d,budget,4,3,0,0,35,7.02,2817.97,0.1278,0.0307,5,14,2100.8,2728.41,3298.55
SKU-2429,fashion,brand_c,standard,2,1,0,0,123,4.16,572.05,0.0841,0.0455,4,21,431.07,606.22,650.37
SKU-2430,grocery,brand_c,standard,14,0,0,1,47,21.04,247.52,0.1191,0.0297,6,25,215.44,265.12,328.68
SKU-2431,home,brand_a,budget,0,3,0,0,29,15.31,1569.41,0.1434,0.0712,7,19,1399.06,1513.71,1967.82
SKU-2432,electronics,brand_b,standard,10,3,0,0,83,17.18,784.45,0.0695,0.0491,5,18,476.94,833.87,892.67
SKU-2433,electronics,brand_b,budget,18,3,0,0,79,17.64,1539.69,0.0571,0.0416,4,20,1135.61,1536.31,1997.2
SKU-2434,electronics,brand_b,budget,16,2,0,0,88,20.72,359.48,0.1179,0.0704,8,22,241.21,379.83,441.22
SKU-2435,grocery,brand_c,loyal,1,1,0,0,56,25.53,2884.44,0.026,0.016,2,20,2148.85,2840.37,3057.31
SKU-2436,electronics,brand_d,standard,17,0,0,0,9,2.53,2859.86,0.063,0.0792,6,20,1866.63,2906.93,3779.01
SKU-2437,home,brand_a,standard,5,0,0,0,29,14.27,2031.13,0.0916,0.0749,7,18,1666.92,1963.91,2553.08
SKU-2438,grocery,brand_c,budget,4,1,0,0,114,18.15,1613.93,0.1434,0.0551,2,18,1473.95,1672.9,1978.6
SKU-2439,grocery,brand_d,loyal,8,1,0,1,75,27.01,1656.23,0.0305,0.0711,2,26,1250.65,1601.64,2082.13
SKU-2440,electronics,brand_b,loyal,10,1,0,0,169,20.33,3595.64,0.0754,0.0085,3,14,2054.89,3638.53,3485.85
